Title,JD,Skills
Frontend Developer,"About the job
We're Wildish & Co. an independent creative agency spanning branding, campaigns, digital design and development.

We change businesses into brands people love.

We’re a small studio with a big heart and believe we can make the world a better place through creativity. We started Wildish & Co. with that idea in mind and look to work with partners making a positive impact, particularly with sustainable or environmental projects.

Our clients include Bumble, Jamie Oliver, Badoo, Penhaligon's, The Duke of Wellington, Nestlé, Vogue, Film 4, Penguin Books, BBC, Canon, Hiscox, TielleLoveLuxury, MTV, Mercedes Benz, Heineken, SodaStream, Kabuto Noodles, San Pellegrino & Kinder Bueno.

We are looking for a passionate and skilled Frontend Developer to join our small team in London.

A key member of the team, you will be working closely with our design team to ensure our sites are user-friendly, responsive, and highly performant.

Although not required, we'd love to have you in our office in Clerkenwell (ideally 1-2 days a week), but remote is also viable. We promise to buy the lunch.

Responsibilities
Developing stunning websites and digital experiences.
Learning from and inspiring your fellow dev team members.
Collaborating with clients and the design team to ensure a smooth process.
Staying on top of industry trends and technologies to bring new ideas.
Writing clean and efficient code.
Excellent communication skills and the ability to work effectively in a remote team

Stacks
For new projects we prefer using Next.js with a headless CMS such as Prismic or DatoCMS although occasionally we will build custom Wordpress and Shopify themes so any experience with these is a bonus!

Requirements
You are a true team player and are open to sharing knowledge.
You have an eye for design and detail and can contribute during the design phase.
You have a feeling for the right amount of motion to strengthen the message.
Strong experience in technologies such as HTML, CSS/ SCSS and JavaScript/ TypeScript
You are familiar with the React/Next.js stack.
You have knowledge about JavaScript and ES6 standards (it's a plus if you already work in TypeScript).
You know how to work with design tools (we use Figma and Adobe XD).
You know how to work with version control (we use Github).
You have a portfolio showcasing your work of interactive and immersive experiences

Nice to haves
Experience using animation libraries such as GSAP or Framer Motion
Experience with Three.js/ WebGL
Experience with Phaser 3 game engine
Experience developing custom Wordpress themes
Experience developing custom Shopify themes

Benefits
Private healthcare insurance with Vitality
25 days annual holiday, plus 2 weeks off at Christmas
Yearly bonus available based on company & personal targets
Self-development fund for Training & Courses
Flexibility with locations
Regular Team lunches!
Unlimited supply of nutritional yeast...
Support to set-up working from home environment

Please NO Recruiters / Agencies","HTML, CSS/ SCSS,JavaScript/ TypeScript,React/Next.js"
Frontend Developer,"About the job
This job is sourced from a job board. Learn moreRole/Responsibilities

Senior Frontend Developer | JavaScript/TypeScript React | Fully Remote | Up to 60k DOE | AI GamingWe have an exciting opportunity to work with our client, a major player in the AI gaming world, as a Senior Frontend Developer. We are looking for experienced frontend developers that can hit the ground running with JavaScript/TypeScript and React frameworks.Specialising in creating immersive content for virtual and augmented reality platforms, our client has provided a range of services including concept development, scriptwriting, 3D modelling, animation, sound design, and programming for VR and AR experiences. Their clients have included major brands in the tech and entertainment industries, and they have worked on a diverse range of projects, from brand experiences to educational content and entertainment applications.

Help build the web facing elements of the User Generated Content Platform
Work on various frontends for their creative editing tools
Participate throughout the whole SDLC including design and architecture
Able to use creativity to identify areas of improvement
Take responsibility for producing high quality code
Opportunity to be involved in design and backend development if desired
Experience/Skills:

5+ years developing web content using JavaScript/TypeScript frameworks
5+ years developing React based SPAs
Good understanding of CSS / SASS
Experience in automated testing for frontends such as Jest/Mocha and Selenium
Self-starter/hit the ground running in a fast scale up environment
Its a bonus if you have the following:

Prior experience using TypeScript
NodeJS
React Hooks
HTML5, Canvas
WebGL
Interest in web design and UI/UX
Working with service oriented architectures
Atlassian suite (Jira/Confluence/Bitbucket/Pipelines)
Package:

50k-60k DOE
Remote and flexible working
Employee equity plan
Company pension
Choice of Mac or Windows hardware
This Senior Frontend Developer position is being handled by Langham Recruitment Ltd. Langham Recruitment Ltd acts as an employment agency and is registered in England and Wales (reg 11525223).Keywords: Frontend, Developer, SDLC, JavaScript, TypeScript, React, Vue, NodeJS, SPAs, CSS, SASS, Jest, Mocha, Selenium, HTML5, Canvas, UX, UI, Atlassian, WebGL, AI, AR, VR, Gaming","JavaScript/TypeScript,ReactJs,NodeJs"
Web Developer,"About the job
Who are you:

You have solid web development skills and are passionate about delivering beautiful and user-friendly web applications with a strong focus on design, user experience, and code quality. We offer a competitive salary, the opportunity to develop your skills further by learning from great mentors, and the ability to work remote, hybrid or from one of our office locations.

You will be instrumental in helping us bring digital happiness to our customers – it changes their lives (see below for what we do).

Our Stack:

Our latest stack includes Node.js with TypeScript for the backend, and a combination of Vue.js and Next.js (React) for the frontend. We also use Strapi as our headless CMS, combined with GraphQL, DynamoDB and PostgreSQL. We integrate with our CRM through REST APIs. We use Gitlab for version control and use Gitlab pipelines for deployment to a Kubernetes cluster on AWS.

Don’t worry if you don’t know all those technologies, we are looking for good engineers who can learn new skills rather than people who are familiar with our exact stack.

We adopt new technologies readily and stay ahead of the curve. We support collaboration and learning, and encourage our engineers to take time towards personal development within their work hours.

How we work:

We are Agile; our team is diverse, supportive, and friendly. Your stakeholders are POs, BAs, QAs. We pull together to deliver high-quality code and architecture via, systematic code reviews, testing, and deployment automation.

In return:

£40k -48k 25 days holiday, excellent pension, healthcare, and other stuff.

Send us your CV and our recruiter Andy Willetts will be in touch.

Who are we:

We are a challenger brand with a mission. We serve rural communities who can’t get fibre broadband. We are passionate about what we do, as we change lives and communities. It feels good to make a difference and this is part of our core values. We do it by finding a way, being committed, doing the right thing and keeping it simple.","NodeJs,NextJs,DynamoDB,PostgreSQL"
Frontend Engineer,"About the job
Sell Tech, No Sweat!

Spring is a green mission led scale-up on a mission to challenge the way we consume tech!

The whole world has gotten into an unhealthy relationship with tech and it’s high time we fixed it.

As a society, we buy many more devices than we sell. And this tech deficit is putting huge pressure on the planet and on its precious resources. The world currently generates 50 million tonnes of e-waste every year and that figure is set to double by 2050.

At Spring, we encourage customers to give old tech a new life, while saving the environment by reducing e-waste going into landfills and the CO2 emissions. You can now easily sell, recycle and trade in your old tech, through our self-service Pods - how nifty!

We have Series A private equity funding and contracts with national retailers, Morrisons & Co-Op. And that's just the start.

Growing our team with like-minded individuals who care about creating great user experiences and mother earth (naturally) is important to us as we scale in 2023. If you love driving change through impact digital products, then joining Spring should be on your to-do list.

Come and join our vibrant and passionate team who are looking to transform the world of consumer electronics.

Find out more about as at spring.co.uk

The Role

We are now looking for a Frontend Engineer to join our software engineering team, working closely with our 8 engineers and our Head of Software, to develop, test and scale web and mobile applications. You'll utilize React.js, Remix and Typescript to build robust software that will reach thousands of users.

What you'll get up to:

collaborate with the design team to create smooth and unique user interfaces
build, test and deploy new features rapidly, in true start-up fashion
encouraging best coding practices within the team, ensuring our codebase is scalable and future-ready
work closely with the backend engineers to integrate API's into our platform for web apps and our in-store Pods
get involved with the entire software development life cycle, contributing ideas to drive improvement for our platform

About you:

you're an experienced software engineer, who boasts hands on experience with JavaScript (React.JS), TypeScript, RESTful API's
you're passionate about learning new tech and sharing this with a team, putting these learnings into action to drive solutions
comfortable working in a team, you thrive on collaboration and peer feedback
You give a damn about creating solutions with high impact on end users and the planet

If you're an engineer who wants to develop software that solves a real issue, joining Spring is probably something you should think about.

What you'll get from us:

Join a brand who are actively trying to change the world for the better, by creating a sustainable way to use technology
Unlimited holidays per year
Matched pension scheme
competitive salary and rapid career progression
a range of health and wellness benefits such as a private healthcare package
annual personal learning allowance and focus time each week to learn new things!

To learn more about this opportunity and why you should be joining Spring, hit up tim@spring.co.uk or let's grab a coffee!","JavaScript (React.JS), TypeScript"
SQA,"We are seeking a skilled Software Tester to join our team and ensure the quality and reliability of our software products. As a Software Tester, you will be responsible for designing and executing test plans, identifying software defects, and collaborating with the development team to ensure timely resolution. Your meticulous attention to detail, strong analytical skills, and ability to work in a fast-paced environment will be key to your success in this role.


Responsibilities:

Design and develop comprehensive test plans and test cases based on software requirements.
Execute test cases, record test results, and report any software defects or issues found during testing.
Collaborate with the development team to troubleshoot and resolve software defects, ensuring timely bug fixes.
Conduct regression testing to ensure the stability and performance of software releases.
Participate in the continuous improvement of the software development process by providing feedback and suggestions for enhancements.
Stay updated with the latest testing methodologies, tools, and industry best practices.
Communicate effectively with team members, stakeholders, and clients to provide updates on testing progress and any identified issues.

Requirements:

Proven work experience as a Software Tester or similar role.
Strong knowledge of software testing methodologies, tools, and processes.
Experience in designing and executing test plans, test cases, and test scripts.
Familiarity with bug tracking systems and software development lifecycle (SDLC).
Solid understanding of different types of testing, including functional, regression, integration, and performance testing.
Proficiency in using testing tools and technologies.
Excellent problem-solving and analytical skills, with keen attention to detail.
Strong communication skills, both written and verbal.
Ability to work collaboratively in a team environment and meet project deadlines.
Bachelor's degree in Computer Science, Engineering, or a related field is preferred.",
Front-end Software Engineer,"About the job
We’re on a mission to make investing better for everyone in Europe. More specifically, we’re making it light years better (sorry… we had to!). We’re combining multi-currency accounts with unlimited access to global markets so that everyone in Europe can invest freely without sneaky hidden fees or unnecessary barriers.

Over the last year, we’ve grown from just an idea to a regulated business in both the UK and EU, raising $35M and hiring a team of 40+ people from some of the best fintechs (Wise, Revolut, Robinhood and more) along the way. We launched the app in the UK market in Q3 2021 and we are currently live in 22 European countries.

We’ve got a stellar group of investors, including Lightspeed Venture Partners, Richard Branson, Mosaic Ventures, Taavet Hinrikus, Jaan Tallinn, Sten Tamkivi, Eileen Burbidge as well as a host of angel investors. In 2022, we raised a $25M Series A round and have been covered in CNBC, TechCrunch, Business Insider and City AM.

We’re still at the early stages of designing our architecture and finalising the selection of our toolset, so you’ll play a key role in helping us lay the building blocks for the overall platform. Our technical environment consists primarily of Java 14+, Spring Framework (SpringBoot), Jooq, PostgreSQL, Docker, AWS, React/Next.js, Strapi, Flutter for Mobile, and we will look to you to enhance our technologies further. For the front-end we are looking for a React expert with strong product skills.

What You Will Do

As an early Product Engineer, and a core team member, you will have the unique task of building the main pillars of our trading platform. You’ll identify resource needs, and together with the CTO, select the appropriate tools and establish internal protocols that enable a smooth, cross-platform, continuous delivery environment. You’ll have the freedom to share ideas and have lasting impact on our organisation. We offer a competitive startup package, a chic office in London 🇬🇧 or Tallinn 🇪🇪, an accelerated professional growth path, and the opportunity to work with an international team!

Work closely with engineers, product managers, and designers to create great user experiences and build our customer-facing application.
Develop high-performance applications and continuously enhance our suite of technologies in use.
Conduct code reviews for future team members and take end-to-end ownership, from development to production.

Requirements

4+ years of professional experience using React for web
Good understanding of modern web applications and public-facing websites
Experience using and maintaining a headless CMS
Understanding of Node.js Backend services
Strong product skills - having built a previous startup or app is a bonus.
You have a solid command of written and spoken English, which you use to communicate clearly and succinctly with other members of the team. You are comfortable writing reports and documentation.

Benefits

💵 A competitive startup package including tax-advantaged EMI stock options that vest monthly after a one-year cliff

📍 Offices in central London (Spitalfields)

⏰ 100% flexible working hours

🏡 A flexible approach to working remotely

🏥 Private health insurance

👪 Enhanced parental leave

☕️ All the usual office facilities, including free tea, coffee & snacks

🐶 Dog-friendly office (20% distracting, but 100% cute: see here)

🚲 Cycling or running to work? We’ve got showers, bike storage and lockers

🛫 Quarterly international team events","Java 14+, Spring Framework (SpringBoot), Jooq, PostgreSQL, Docker, AWS, React/Next.js, Strapi, Flutter for Mobile"
Senior Software Engineer,"About the job
We believe that sharper minds produce safer outcomes. Our mission is to make the world a safer place by improving training for peace officers through our mobile and web-based platforms.

Our Stealth Startup recently closed Series A funding. We are looking for a Senior Software Engineer to play a pivotal role in the architecture and implementation of our software solution. Are you passionate about making an impact and eager to join a hypergrowth environment? We would love to hear from you!

Our tech stack:

Technologies: .NET Core, Vue.js, and Unity (Android, iOS, and Windows)
Programming Languages: Server-side (C#), Mobile (Unity - C#, Java, Objective-C), and Frontend Web (Vue.js, TypeScript, JavaScript, SCSS)
Databases: PostgreSQL
Clouds: AWS (Lambda, S3, CloudFront, ElastiCache - Redis, EC2, etc.)
DevOps: TeamCity, Octopus Deploy, and Bitbucket

You'll be in great company:

You will work alongside our battle-tested executive team that has been a part of ninety-one startups and fifteen exits in the past ten years. We are partnered with Cie, a venture studio that brings ideas, resources, and talent together. The team consists of serial entrepreneurs who were early-stage alums from companies such as Yahoo, eBay, and StyleHaul. Our team is an expert at successfully launching ideas to market while navigating uncertain economic conditions.

How you'll make an impact:

Make a significant impact by being a key contributor in developing engineering practices
Contribute across the entire software development lifecycle, including scoping, architecture, implementation, testing, deployments, and production support
Work alongside various leads to provide guidance on immediate and long-term strategies towards application development
Distill product requirements into technical recommendations
Collaborate cross-functionally in a fast-paced startup environment

What you'll bring to the table:

Extensive experience with development across all application layers (data, business logic, user interface development)
Expert in developing greenfield and brownfield applications
Experience working with 3rd party APIs
You default to sharing information, asking questions, seeking to understand, and meeting teammates where they are
You gather puzzle pieces to create the bigger picture with pragmatism and strong conviction around our mission

Beyond the paycheck:

As an early employee, you will be a critical part of our core team and have a huge influence on the direction of the company. We offer competitive compensation, early-stage equity, a full suite of benefits, and we will invest in your development.

Salary Range: $140k - $160k/ year
",".NET Core, Vue.js, and Unity, Android, iOS, Windows, C#,  Java, Objective-C, TypeScript, JavaScript, SCSS, PostgreSQL, Lambda, S3, CloudFront, ElastiCache, Redis, EC2, AWS, TeamCity, Octopus Deploy, and Bitbucket, "
Front End Developer,,
Senior Data Scientist Engineer,"About the job
Position Overview

Develop and implement predictive and descriptive modeling solutions and applications for both RGA internal and external clients. Demonstrate understanding of our client’s needs, industry trends, and markets. Steer department(s) modeling activities by creating advanced tools and applications allowing enhanced responsiveness and data insights. Communicate and present key findings from analyses to the division’s senior management team and key stakeholders from other departments and/or clients with an effective, audience-specific approach.

Responsibilities
Implementation: Design and deploy data science models for access by internal users outside the data science team under limited supervision. This includes creating or restructuring R and Python code for API (e.g. Excel), or web access, as well as developing the actual API interface/protocols.
Commercial Applications: Possess a strong understanding of the various commercial applications of predictive models for use in underwriting, claims, experience studies, risk management and/or projections.
Modeling: Design, develop and interpret end-to-end statistical models for applications in the insurance industry, including mortality, morbidity, persistency, fraud, consumer response, etc. for use internally or externally. Provide internal and external clients with an expert review on vendor and/or client-generated models.
Data Understanding: When presented with specialist datasets, carry out a full spectrum of data analysis, from the development of statistical analysis plans and design of the database schema, through data cleansing and into the creation of new insights and knowledge based on thorough and deep statistical analysis of the data.
Subject Matter Expertise / Client Contact: Routinely demonstrate an expertise in the areas of statistical modeling, the insurance application of predictive modeling and advanced data analytics.
Collaboration / Communication: Collaborate with and provide extensive support to the department(s) for predictive and descriptive modeling and other projects. Periodically present information to clients and at industry conferences.
Actively participate in other research-related initiatives
Maintain regular and predictable attendance.
Perform other duties as required.
Requirements

Education And Experience

Required:
Bachelor’s degree in Computer Science, Software Engineering, Math, Statistics, Actuarial Science, or related field
6+ years of software development experience, with familiarity in developing statistical models for insurance or related applications
Preferred
Master’s degree or PhD in Computer Science, Software Engineering, Math, Statistics, Actuarial Science, or related field
8+ years of software development experience. 1+ year experience with statistical modeling (GLM, Decision Trees, Time Series, Regression, etc.)
Required

Skills and Abilities
Advanced PC and technical skills, including statistical programs (ex.: R, SAS, MATLAB, or Python), spreadsheets (VBA) and database applications (Access, Oracle, SQL or equivalent technology).
Familiarity with R or Python for predictive modeling
Demonstrated ability to lead complex modeling projects to completion.
Knowledge of SQL, Javascript, XML, JSON, and HTML.
Advanced knowledge in econometrics, statistics, math and/or computational finance.
Ability to quickly adapt to new methods, work under tight deadlines and stressful conditions
Ability to work well within a team environment, participate in department/team projects and balance detail with departmental objectives
Advanced oral and written communication skills, demonstrating the ability to convey business terminology that is meaningful and well received
Strong ability to manage multiple projects simultaneously
Strong persuasion and negotiating skills when working with internal/external customers
Ability to resolve conflict and foster teamwork
Advanced investigative, analytical, and problem-solving skills
Strong ability to translate business needs and problems into viable/accepted solutions
Ability to liaise with individuals across a wide variety of operational, functional and technical disciplines
Preferred
Skills in customer relationship management and change management
Knowledge of actuarial concepts including mortality, morbidity, and persistency studies.
Knowledge of life, health, and/or annuity products.
Knowledge of life insurance underwriting and biometric risk analysis
Familiarity with Microsoft DeployR
Strong experience with R, SAS, MATLAB or Python.
Knowledge of SQL and VBA.
Knowledge of insurance risk analysis.
Advanced experience in computational finance, econometrics, statistics, and math.
Company Overview

The general pay range for this position is $ $117440 - 174,990 per year. Base pay varies depending on job-related knowledge, skills, experience and market location. In addition, RGA provides an annual bonus plan that includes all roles and some positions are eligible for participation in our long-term equity incentive plan. RGA also maintains a full range of health, retirement and other employee benefits.
","data science models, R, Python, Data Understanding, Modeling, statistical analysis, Communication, Computer Science, Software Engineering, Math, Statistics, Actuarial Science, statistical modeling, GLM, Decision Trees, Time Series, Regression, SAS, MATLAB, spreadsheets, VBA, Oracle, SQL, database, predictive modeling, Javascript, XML, JSON, HTML,  econometrics, statistics, math, computational finance, Microsoft DeployR"
SQA,"FICO (NYSE: FICO) is a leading global analytics software company, helping businesses in 90+ countries make better decisions. Join our world-class team today and fulfill your career potential!

The Opportunity

“Come join our dynamic and talented Quality Assurance team in a hands-on technical role supporting different suite of applications and services. As a QA Engineer at FICO, you will be part of an expanding and highly valued software development team which is developing cutting edge analytic software for high profile customers across a wide variety of industries using the latest technologies and software development methodologies” - Senior Director, Software Quality Assurance

What You’ll Contribute
Work as part of scrum team, for product development work for upcoming releases.
Understanding requirements, user stories, create manual test cases and execute those once functionality is ready for testing.
Produce and execute test plans that exercise all aspects of the product.
Work with developers to produce automated tests and maintain them on a go-forward basis.
Work with developers to triage defects to assist with speedy resolution.
Ensure ticketing system updated with testing progress and identified defects.
Communicate status as well as any issues isks and escalate to Lead\Project Management in a timely fashion.
Automate test cases using Selenium and related frameworks.
Integrate test automation with Jenkins for nightly build execution.
Perform regression testing as required.
Participate in Sprint Planning, demo, DRB and team meetings.
Provide support as necessary for Product Support and Professional Services.

What We’re Seeking
Bachelors’ Degree in Computer Science, Applications Systems Design, or other related Data Processing field of study.
Proficient in QA in a commercial software environment.
Experience with test automation tools.
Demonstrable experience of owning projects and tasks and taking responsibility for seeing them through to their conclusion.
Hands-On experience in maintaining UI/API automation framework/test suites.
Strong understanding of quality assurance best practices.
Proficiency in a scripting language such as Perl or linux shell scripting.
Proficiency in Programming languages such as Core Java, VB Scripting and testing tools Selenium Webdriver, Cypress, Rest Assured.
Proficiency in JavaScript, HTML DOM structure or CSS.
Knowledge of XML Parsing and XML related technologies.
Familiarity with Agile software development lifecycle and quality management.
Familiarity with ticketing systems experience e.g. JIRA.
Experience constructing and conducting tests using XML, SQL in a Linux environment.
Experience with any of tools, JIRA, QTEST Or Quality Center.

Our Offer to You
A culture and work environment strongly reflecting our core values: Act Like an Owner, Delight Our Customers and Earn the Respect of Others.
The opportunity to make a difference by leveraging your unique strengths.
Highly competitive compensation and rewards.
Flexible work options, opportunities to give back to your community, social events with colleagues and a comprehensive benefits program inclusive of progressive parental leave.",
Full Stack Engineer,"About the job
Job Title: Full Stack DeveloperLocation: Hybrid 2-3 days, Piscataway New JerseySalary: 95,000 to 105,000K
Job Description:
Arts and Sciences delivers a wide array of services in support of the teaching, research, and service missions of the School. We are committed to providing academic departments, programs, and centers in the School of Arts and Sciences with reliable and trusted service, clear policies and procedures, innovative technologies, and a commitment to administrative excellence and efficiencyWe are seeking an Application Developer to work with the Laboratory for Computer Science Research (LCSR) in support of the Computer Science (CS) Department, the School of Arts and Sciences (SAS) and the University. This position requires a mix of systems, programming, operations, instructional, and communication skills. Having a data science and/or an instructional background is beneficial. Technical activities include identifying, developing, operating, supporting and maintaining data science tools, automated grading systems, cloud grade manage systems, feedback and annotation systems, coding systems, portals, and others. Non-technical activities include creating student and faculty documentation on the tools and services provided, holding in-person and recorded demonstrations and instructional sessions, helping faculty prepare assignments and data, handling multi-tier help desk support, and others. Among key duties of this position are the following:Provide software and services for university courses and student projects. Integrate tools and systems into internal computing environments and with external services.Create, adapt and modify services and systems for instructional purposes.Document and support tools, software, and services provided for students and faculty.Create and maintain technical course assignments and associated data sources.Develop systems that assess student performance, provide automated immediate feedback, and assist submission and grade management.Work on special projects for the benefit of the Computer Science Department or Rutgers.Education:Bachelors degree in computer science or related field, or an equivalent combination of education and/or experience.A minimum of three years of relevant work experience.Required Experience learning new technologies.Experience in setting up at least one aspect of software infrastructure (e.g. web servers, database servers, application frameworks, or libraries).Experience with a code management tool (e.g. GIT) and its practices.Knowledge of at least two and experience with at least one relevant programming language (e.g. Java, Python, PHP, Ruby).Experience putting together software components to meet requirements, e.g. use of APIs and plugins.Experience with data science technologies; Hadoop, Spark, MongoDB, Redis, Python, R, SAS, Tableau, D3.js, MATLAB, Juypter Notebook, tensorflow, Weka, SciPy, Matplotlib, Pandas, CUDA, OpenCL.Experience with more than one of the following technologies; Linux, JavaScript, virtual machines, container systems, MySQL, Apache.Experience with more than one relevant programming language (e.g. Java, PHP, Python, Ruby).","programming, data science, database, GIT, Java, Python, PHP, Ruby, Hadoop, Spark, MongoDB, Redis, Python, R, SAS, Tableau, D3.js, MATLAB, Juypter Notebook, tensorflow, Weka, SciPy, Matplotlib, Pandas, CUDA, OpenCL, Linux, JavaScript, virtual machines, container systems, MySQL, Apache"
Senior Data Analyst,"About the job
⚡️Why Altium?

Altium is transforming the way electronics are designed and built. From startups to world’s technology giants, our digital platforms give more power to PCB designers, supply chain, and manufacturing, letting them collaborate as never before.
Constant innovation has created a transformative technology, unique in its space
More than 30,000 companies and 100,000 electronics engineers worldwide use Altium
We are growing, debt-free, and financially strong, with the resources to become #1 in the EDA industry

About the role:

We are seeking an experienced Senior Data Analyst to join our GTM (Go-to-Market) team and play a critical role in driving the growth and success of Altium 365. In this role, you will be responsible for analyzing data related to our GTM efforts, generating insights, and providing recommendations to improve the effectiveness and efficiency of our marketing, sales, and customer success initiatives.

A day in the life of our {Job Title}:
Collaborate with cross-functional teams, including product, sales, marketing, and customer success, to define, collect, and analyze relevant data related to Altium 365's GTM efforts.
Develop and maintain KPIs, dashboards, and reports to track and measure the performance of GTM initiatives, providing regular updates to stakeholders.
Identify trends, patterns, and opportunities for improvement within the data, and present actionable insights and recommendations to drive growth and optimize GTM strategies.
Design and conduct experiments to test hypotheses, validate assumptions, and measure the impact of changes to GTM initiatives.
Support the development of data-driven GTM strategies, including customer segmentation, targeting, and forecasting.
Create and maintain documentation related to data sources, processes, and methodologies to ensure data quality, consistency, and integrity.
Continuously enhance data analysis capabilities by staying current with industry best practices, tools, and techniques.
Who We’re Looking For:
Bachelor's degree in Data Science, Computer Science, Statistics, Economics, or a related field; Master's degree preferred.
8+ years of experience in data analysis, preferably with SaaS products and focus on GTM initiatives.
Strong proficiency in data analysis tools and languages, such as SQL, Python, R, and Excel.
Experience with data visualization tools, such as Tableau or Power BI, to create clear and compelling visual representations of data.
Excellent problem-solving skills, with the ability to analyze complex data sets and draw meaningful conclusions.
Strong attention to detail and a commitment to data quality and accuracy.
Exceptional communication skills, with the ability to explain complex analytical concepts to both technical and non-technical stakeholders.
A collaborative mindset and the ability to work effectively in cross-functional teams.

US JOB POSTS Must include:

The salary range for this role is $75,000 - $110,000. Actual compensation packages within this range are based on a wide array of factors unique to each candidate and role requirements, including but not limited to skill set, years and depth of experience, certifications, and specific location.

🎯 What Matters to Us
Big-thinking in pursuit of purpose
Diversity of thought
Courage of conviction
Transparency of intent
Ingenuity of AND
Agility in action
Adaptability of approach
Grit in pursuit of mission
🌍 Also, we would like you to know We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We are proud to be an equal opportunity workplace.

💡 Learn more about why a career at Altium is an opportunity like no other: https://www.youtube.com/watch?v=cAYCOLpPLPE","KPIs, dashboard, data-driven GTM strategies, Data Science, Computer Science, Statistics, Economics, data analysis, SaaS, SQL, Python, R, Excel, data visualization, Tableau, Power BI, problem-solving, communication, complex analytical concepts"
Senior Backend Engineer,"About the job
🚀 Whatnot

Whatnot is a livestream shopping platform and marketplace backed by Andreessen Horowitz, Y Combinator, and CapitalG. We’re building the future of ecommerce, bringing together community, shopping and entertainment. We are committed to our values , whether working remotely or from one of our offices. We are building a team that has experience from top tech, retail and payments platforms in the world.

We’re innovating in the fast-paced world of live auctions in categories including sports, fashion, video games, and streetwear. The platform couples rigorous seller vetting with a focus on community to create a welcoming space for buyers and sellers to share their passions with others.

And, we’re growing. Whatnot has been the fastest growing marketplace in the US over the past two years and we’re hiring forward-thinking problem solvers across all functional areas.

📈 Opportunity Size

Retail disruption is one of the largest opportunities in the startup space today. Livestream shopping is taking off around the world – a $300B GMV market in China that’s grown 100% YoY. Whatnot is bringing it to the world through a community-first approach, starting in the U.S. where retail is a $5T market opportunity!

💻 Role

We're looking for experienced engineers. The most important skills you’ll need to have are making sound product decisions and shipping high-quality products fast. We look for engineers with great product instincts who can own whole projects from start to finish.

The software team has a lot of individual responsibility and many more freedoms, so we need to hire people we can trust. Your ability to make good trade-offs and exercise good judgment is essential to us.

👋 You

Curious about who thrives at Whatnot? We’ve found that low ego, a growth mindset, and leaning into action and high impact goes a long way here.

As our next Senior Software Engineer you should have 5+ years of generalist software development experience in high growth startups, plus:

Mastery of at least one language (we primarily use Python, Elixir, JavaScript, and are open to others) and an expert at data architecture.
Bachelor’s degree in Computer Science, a related field, or equivalent work experience.
Excellent product instincts. You first think about users rather than the best technical solution.
You are known for shipping products and features lightning-fast.
You’re an excellent problem solver and don’t need to be told exactly what to do.
Proven track record of delivering features end to end.
Product management and AWS/DevOps experience preferred.

🎁 Benefits

Competitive base salary and stock options
Unlimited Vacation Policy and Company-wide Holidays (including a spring and winter break)
Health Insurance options including Medical, Dental, Vision, Life, Short term disability & Long term Disability
Whatnot covers 99% of employee premium costs, and 75% of dependent care premiums for Medical
Dental and Vision sponsored 100% by Whatnot for employees and dependents
Work From Home Support
Laptop provided by Whatnot and home office setup allowance
$450 work-from-anywhere quarterly allowance for cell phone and internet
Care benefits
$1,350 quarterly allowance on food
$1,500 quarterly allowance for wellness
16 weeks Paid Parental Leave and gradual return to work
$5,000 annual allowance towards Childcare
$20,000 lifetime benefit for family planning, such as adoption or fertility expenses
Professional Development
$2,000 annual benefit to invest in your professional development
401k offering for Traditional and Roth accounts provided by Betterment
Employer matching contributions of 100% of up to 4% of contributions on base salary

💛 EOE

Whatnot is proud to be an Equal Opportunity Employer. We value diversity, and we do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, parental status, disability status, or any other status protected by local law. We believe that our work is better and our company culture is improved when we encourage, support, and respect the different skills and experiences represented within our workforce.","Python, Elixir, JavaScript, problem-solving, AWS, DevOps, "
Business Analyst,"About the job
Join our dynamic team and make a meaningful impact! We are seeking passionate individuals who are authorized to work for any employer in the U.S. Unfortunately, we are currently unable to sponsor or take over sponsorship of employment visas.

About Us

We are a close-knit team of 13 dedicated professionals, including managers, program managers, business analysts, clerks, and contractors. Together, we strive to strategically create, administer, and maintain customer financial assistance programs while ensuring compliance with legislation and achieving company KPIs.

Responsibilities

As a key member of our team, you will play a crucial role in assisting with the creation, administration, and maintenance of customer financial assistance programs. This will involve a diverse range of programs aimed at expanding financial assistance grants on customer electricity accounts, community solar projects, credit empowerment program expansion, programs integrating energy efficiency, community resource fairs, expanding our ambassador program, and managing the supportive technology of these programs, such as our innovative Client's Smart Assistance Manager (SAM) Tool.

Qualifications

Bachelor's degree or higher

Desired And Aligned Experience In The Following Areas

Project management

Program management

Community engagement and outreach

Social services administration

Customer service representative

Join our team today and be a part of our mission to make a positive impact on our customers' lives. We offer a flexible work schedule, allowing you to balance your professional and personal life, with up to 2 days per week in the office and the remaining work days remote. We look forward to welcoming you to our friendly and inclusive work environment where your contributions will be valued and recognized.

Employment Type: Full-Time

Salary: $ 50,000.00 Per Year","financial assistance, Project management, Program management, Community engagement and outreach, Social services administration, Customer service representative"
